date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:06:27	13576/13576	---M--	200	added ('OK')	font/woff2	date:Sat,%2027%20Mar%202021%2002:46:15%20GMT	https://demo.zytheme.com/equita/assets/fonts/fa-regular-400.woff2	C:/Users/dahur/Downloads/fam/demo.zytheme.com/equita/assets/fonts/fa-regular-400.woff2	(from https://demo.zytheme.com/equita/assets/css/vendor.min.css)
12:06:27	34390/34390	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Sat,%2027%20Mar%202021%2002:46:15%20GMT	https://demo.zytheme.com/equita/assets/fonts/fa-regular-400.eot?	C:/Users/dahur/Downloads/fam/demo.zytheme.com/equita/assets/fonts/fa-regular-400d41d.eot	(from https://demo.zytheme.com/equita/assets/css/vendor.min.css)
12:06:27	712241/712241	---MCZ	200	added ('OK')	image/svg+xml	date:Sat,%2027%20Mar%202021%2002:46:15%20GMT	https://demo.zytheme.com/equita/assets/fonts/fa-brands-400.svg	C:/Users/dahur/Downloads/fam/demo.zytheme.com/equita/assets/fonts/fa-brands-400.svg	(from https://demo.zytheme.com/equita/assets/css/vendor.min.css)
12:06:28	16800/16800	---M--	200	added ('OK')	font/woff	date:Sat,%2027%20Mar%202021%2002:46:15%20GMT	https://demo.zytheme.com/equita/assets/fonts/fa-regular-400.woff	C:/Users/dahur/Downloads/fam/demo.zytheme.com/equita/assets/fonts/fa-regular-400.woff	(from https://demo.zytheme.com/equita/assets/css/vendor.min.css)
12:06:28	34092/34092	---MCZ	200	added ('OK')	font/ttf	date:Sat,%2027%20Mar%202021%2002:46:15%20GMT	https://demo.zytheme.com/equita/assets/fonts/fa-regular-400.ttf	C:/Users/dahur/Downloads/fam/demo.zytheme.com/equita/assets/fonts/fa-regular-400.ttf	(from https://demo.zytheme.com/equita/assets/css/vendor.min.css)
12:06:30	145125/145125	---MCZ	200	added ('OK')	image/svg+xml	date:Sat,%2027%20Mar%202021%2002:46:15%20GMT	https://demo.zytheme.com/equita/assets/fonts/fa-regular-400.svg	C:/Users/dahur/Downloads/fam/demo.zytheme.com/equita/assets/fonts/fa-regular-400.svg	(from https://demo.zytheme.com/equita/assets/css/vendor.min.css)
12:06:32	194066/194066	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Sat,%2027%20Mar%202021%2002:46:15%20GMT	https://demo.zytheme.com/equita/assets/fonts/fa-solid-900.eot?	C:/Users/dahur/Downloads/fam/demo.zytheme.com/equita/assets/fonts/fa-solid-900d41d.eot	(from https://demo.zytheme.com/equita/assets/css/vendor.min.css)
12:06:32	76084/76084	---M--	200	added ('OK')	font/woff2	date:Sat,%2027%20Mar%202021%2002:46:15%20GMT	https://demo.zytheme.com/equita/assets/fonts/fa-solid-900.woff2	C:/Users/dahur/Downloads/fam/demo.zytheme.com/equita/assets/fonts/fa-solid-900.woff2	(from https://demo.zytheme.com/equita/assets/css/vendor.min.css)
12:06:33	194066/194066	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Sat,%2027%20Mar%202021%2002:46:15%20GMT	https://demo.zytheme.com/equita/assets/fonts/fa-solid-900.eot	C:/Users/dahur/Downloads/fam/demo.zytheme.com/equita/assets/fonts/fa-solid-900.eot	(from https://demo.zytheme.com/equita/assets/css/vendor.min.css)
12:06:34	98996/98996	---M--	200	added ('OK')	font/woff	date:Sat,%2027%20Mar%202021%2002:46:15%20GMT	https://demo.zytheme.com/equita/assets/fonts/fa-solid-900.woff	C:/Users/dahur/Downloads/fam/demo.zytheme.com/equita/assets/fonts/fa-solid-900.woff	(from https://demo.zytheme.com/equita/assets/css/vendor.min.css)
12:06:34	193780/193780	---MCZ	200	added ('OK')	font/ttf	date:Sat,%2027%20Mar%202021%2002:46:15%20GMT	https://demo.zytheme.com/equita/assets/fonts/fa-solid-900.ttf	C:/Users/dahur/Downloads/fam/demo.zytheme.com/equita/assets/fonts/fa-solid-900.ttf	(from https://demo.zytheme.com/equita/assets/css/vendor.min.css)
12:06:34	3416/3416	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2025%20Apr%202025%2011:06:35%20GMT	https://demo.zytheme.com/equita/assets/css/owl.video.play.png	C:/Users/dahur/Downloads/fam/demo.zytheme.com/equita/assets/css/owl.video.play.png	(from https://demo.zytheme.com/equita/assets/css/vendor.min.css)
12:06:35	2120/2120	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Sat,%2027%20Mar%202021%2002:46:15%20GMT	https://demo.zytheme.com/equita/assets/fonts/icomoon.eot?m1lwxe	C:/Users/dahur/Downloads/fam/demo.zytheme.com/equita/assets/fonts/icomoon08ab.eot	(from https://demo.zytheme.com/equita/assets/css/vendor.min.css)
12:06:35	2032/2032	---M--	200	added ('OK')	font/woff	date:Sat,%2027%20Mar%202021%2002:46:15%20GMT	https://demo.zytheme.com/equita/assets/fonts/icomoon.woff?m1lwxe	C:/Users/dahur/Downloads/fam/demo.zytheme.com/equita/assets/fonts/icomoon08ab.woff	(from https://demo.zytheme.com/equita/assets/css/vendor.min.css)
12:06:36	1956/1956	---MCZ	200	added ('OK')	font/ttf	date:Sat,%2027%20Mar%202021%2002:46:15%20GMT	https://demo.zytheme.com/equita/assets/fonts/icomoon.ttf?m1lwxe	C:/Users/dahur/Downloads/fam/demo.zytheme.com/equita/assets/fonts/icomoon08ab.ttf	(from https://demo.zytheme.com/equita/assets/css/vendor.min.css)
12:06:36	3513/3513	---MCZ	200	added ('OK')	image/svg+xml	date:Sat,%2027%20Mar%202021%2002:46:15%20GMT	https://demo.zytheme.com/equita/assets/fonts/icomoon.svg?m1lwxe	C:/Users/dahur/Downloads/fam/demo.zytheme.com/equita/assets/fonts/icomoon08ab.svg	(from https://demo.zytheme.com/equita/assets/css/vendor.min.css)
12:06:36	480/480	---M--	200	added ('OK')	image/png	date:Sat,%2027%20Mar%202021%2002:46:16%20GMT	https://demo.zytheme.com/equita/assets/images/sliders/arrow-left-light.png	C:/Users/dahur/Downloads/fam/demo.zytheme.com/equita/assets/images/sliders/arrow-left-light.png	(from https://demo.zytheme.com/equita/assets/css/style.css)
12:06:36	853845/853845	---MCZ	200	added ('OK')	image/svg+xml	date:Sat,%2027%20Mar%202021%2002:46:15%20GMT	https://demo.zytheme.com/equita/assets/fonts/fa-solid-900.svg	C:/Users/dahur/Downloads/fam/demo.zytheme.com/equita/assets/fonts/fa-solid-900.svg	(from https://demo.zytheme.com/equita/assets/css/vendor.min.css)
12:06:36	447/447	---M--	200	added ('OK')	image/png	date:Sat,%2027%20Mar%202021%2002:46:16%20GMT	https://demo.zytheme.com/equita/assets/images/sliders/arrow-right-light.png	C:/Users/dahur/Downloads/fam/demo.zytheme.com/equita/assets/images/sliders/arrow-right-light.png	(from https://demo.zytheme.com/equita/assets/css/style.css)
12:06:38	91312/91312	---M--	200	added ('OK')	image/png	date:Sat,%2027%20Mar%202021%2002:46:15%20GMT	https://demo.zytheme.com/equita/assets/images/background/pattern.png	C:/Users/dahur/Downloads/fam/demo.zytheme.com/equita/assets/images/background/pattern.png	(from https://demo.zytheme.com/equita/assets/css/style.css)
12:06:40	53848/53848	---M--	200	added ('OK')	image/jpeg	date:Sat,%2027%20Mar%202021%2002:46:16%20GMT	https://demo.zytheme.com/equita/assets/images/contact/1.jpg	C:/Users/dahur/Downloads/fam/demo.zytheme.com/equita/assets/images/contact/1.jpg	(from https://demo.zytheme.com/equita/index.html)
12:06:41	1581/1581	---M--	200	added ('OK')	image/jpeg	date:Sat,%2027%20Mar%202021%2002:46:16%20GMT	https://demo.zytheme.com/equita/assets/images/testimonial/5.jpg	C:/Users/dahur/Downloads/fam/demo.zytheme.com/equita/assets/images/testimonial/5.jpg	(from https://demo.zytheme.com/equita/index.html)
12:06:42	298197/298197	---M--	200	added ('OK')	image/jpeg	date:Sat,%2027%20Mar%202021%2002:46:15%20GMT	https://demo.zytheme.com/equita/assets/images/about/1.jpg	C:/Users/dahur/Downloads/fam/demo.zytheme.com/equita/assets/images/about/1.jpg	(from https://demo.zytheme.com/equita/index.html)
12:06:43	544859/544859	---M--	200	added ('OK')	image/jpeg	date:Sat,%2027%20Mar%202021%2002:46:16%20GMT	https://demo.zytheme.com/equita/assets/images/sliders/2.jpg	C:/Users/dahur/Downloads/fam/demo.zytheme.com/equita/assets/images/sliders/2.jpg	(from https://demo.zytheme.com/equita/index.html)
12:06:45	298197/298197	---M--	200	added ('OK')	image/jpeg	date:Sat,%2027%20Mar%202021%2002:46:16%20GMT	https://demo.zytheme.com/equita/assets/images/cta/2.jpg	C:/Users/dahur/Downloads/fam/demo.zytheme.com/equita/assets/images/cta/2.jpg	(from https://demo.zytheme.com/equita/index.html)
12:06:45	354061/354061	---M--	200	added ('OK')	image/jpeg	date:Sat,%2027%20Mar%202021%2002:46:16%20GMT	https://demo.zytheme.com/equita/assets/images/cta/3.jpg	C:/Users/dahur/Downloads/fam/demo.zytheme.com/equita/assets/images/cta/3.jpg	(from https://demo.zytheme.com/equita/index.html)
12:06:47	278694/278694	---M--	200	added ('OK')	image/jpeg	date:Sat,%2027%20Mar%202021%2002:46:16%20GMT	https://demo.zytheme.com/equita/assets/images/sliders/3.jpg	C:/Users/dahur/Downloads/fam/demo.zytheme.com/equita/assets/images/sliders/3.jpg	(from https://demo.zytheme.com/equita/index.html)
12:06:47	395977/395977	---M--	200	added ('OK')	image/jpeg	date:Sat,%2027%20Mar%202021%2002:46:16%20GMT	https://demo.zytheme.com/equita/assets/images/work/full/1.jpg	C:/Users/dahur/Downloads/fam/demo.zytheme.com/equita/assets/images/work/full/1.jpg	(from https://demo.zytheme.com/equita/index.html)
12:06:48	345943/345943	---M--	200	added ('OK')	image/jpeg	date:Sat,%2027%20Mar%202021%2002:46:16%20GMT	https://demo.zytheme.com/equita/assets/images/work/full/3.jpg	C:/Users/dahur/Downloads/fam/demo.zytheme.com/equita/assets/images/work/full/3.jpg	(from https://demo.zytheme.com/equita/index.html)
12:06:49	386217/386217	---M--	200	added ('OK')	image/jpeg	date:Sat,%2027%20Mar%202021%2002:46:16%20GMT	https://demo.zytheme.com/equita/assets/images/work/full/2.jpg	C:/Users/dahur/Downloads/fam/demo.zytheme.com/equita/assets/images/work/full/2.jpg	(from https://demo.zytheme.com/equita/index.html)
12:06:51	128484/128484	---M--	200	added ('OK')	image/png	date:Sat,%2027%20Mar%202021%2002:46:15%20GMT	https://demo.zytheme.com/equita/assets/images/background/map-pattern.png	C:/Users/dahur/Downloads/fam/demo.zytheme.com/equita/assets/images/background/map-pattern.png	(from https://demo.zytheme.com/equita/home-classic.html)
12:06:51	357571/357571	---M--	200	added ('OK')	image/jpeg	date:Sat,%2027%20Mar%202021%2002:46:16%20GMT	https://demo.zytheme.com/equita/assets/images/video/4.jpg	C:/Users/dahur/Downloads/fam/demo.zytheme.com/equita/assets/images/video/4.jpg	(from https://demo.zytheme.com/equita/home-classic.html)
12:06:51	388478/388478	---M--	200	added ('OK')	image/jpeg	date:Sat,%2027%20Mar%202021%2002:46:16%20GMT	https://demo.zytheme.com/equita/assets/images/page-titles/10.jpg	C:/Users/dahur/Downloads/fam/demo.zytheme.com/equita/assets/images/page-titles/10.jpg	(from https://demo.zytheme.com/equita/page-about.html)
12:06:52	322017/322017	---M--	200	added ('OK')	image/jpeg	date:Sat,%2027%20Mar%202021%2002:46:16%20GMT	https://demo.zytheme.com/equita/assets/images/page-titles/9.jpg	C:/Users/dahur/Downloads/fam/demo.zytheme.com/equita/assets/images/page-titles/9.jpg	(from https://demo.zytheme.com/equita/page-core.html)
12:06:52	15906/15906	---M--	200	added ('OK')	image/jpeg	date:Sat,%2027%20Mar%202021%2002:46:16%20GMT	https://demo.zytheme.com/equita/assets/images/team/1.jpg	C:/Users/dahur/Downloads/fam/demo.zytheme.com/equita/assets/images/team/1.jpg	(from https://demo.zytheme.com/equita/page-team.html)
12:06:53	18508/18508	---M--	200	added ('OK')	image/jpeg	date:Sat,%2027%20Mar%202021%2002:46:16%20GMT	https://demo.zytheme.com/equita/assets/images/team/2.jpg	C:/Users/dahur/Downloads/fam/demo.zytheme.com/equita/assets/images/team/2.jpg	(from https://demo.zytheme.com/equita/page-team.html)
12:06:53	11857/11857	---M--	200	added ('OK')	image/jpeg	date:Sat,%2027%20Mar%202021%2002:46:16%20GMT	https://demo.zytheme.com/equita/assets/images/team/3.jpg	C:/Users/dahur/Downloads/fam/demo.zytheme.com/equita/assets/images/team/3.jpg	(from https://demo.zytheme.com/equita/page-team.html)
12:06:54	19304/19304	---M--	200	added ('OK')	image/jpeg	date:Sat,%2027%20Mar%202021%2002:46:16%20GMT	https://demo.zytheme.com/equita/assets/images/team/4.jpg	C:/Users/dahur/Downloads/fam/demo.zytheme.com/equita/assets/images/team/4.jpg	(from https://demo.zytheme.com/equita/page-team.html)
12:06:54	21627/21627	---M--	200	added ('OK')	image/jpeg	date:Sat,%2027%20Mar%202021%2002:46:16%20GMT	https://demo.zytheme.com/equita/assets/images/team/5.jpg	C:/Users/dahur/Downloads/fam/demo.zytheme.com/equita/assets/images/team/5.jpg	(from https://demo.zytheme.com/equita/page-team.html)
12:06:55	16307/16307	---M--	200	added ('OK')	image/jpeg	date:Sat,%2027%20Mar%202021%2002:46:16%20GMT	https://demo.zytheme.com/equita/assets/images/team/6.jpg	C:/Users/dahur/Downloads/fam/demo.zytheme.com/equita/assets/images/team/6.jpg	(from https://demo.zytheme.com/equita/page-team.html)
12:06:56	17156/17156	---M--	200	added ('OK')	image/jpeg	date:Sat,%2027%20Mar%202021%2002:46:16%20GMT	https://demo.zytheme.com/equita/assets/images/team/7.jpg	C:/Users/dahur/Downloads/fam/demo.zytheme.com/equita/assets/images/team/7.jpg	(from https://demo.zytheme.com/equita/page-team.html)
12:06:58	212041/212041	---M--	200	added ('OK')	image/jpeg	date:Sat,%2027%20Mar%202021%2002:46:16%20GMT	https://demo.zytheme.com/equita/assets/images/page-titles/11.jpg	C:/Users/dahur/Downloads/fam/demo.zytheme.com/equita/assets/images/page-titles/11.jpg	(from https://demo.zytheme.com/equita/page-team.html)
12:06:58	367827/367827	---M--	200	added ('OK')	image/jpeg	date:Sat,%2027%20Mar%202021%2002:46:16%20GMT	https://demo.zytheme.com/equita/assets/images/page-titles/13.jpg	C:/Users/dahur/Downloads/fam/demo.zytheme.com/equita/assets/images/page-titles/13.jpg	(from https://demo.zytheme.com/equita/page-gallery.html)
12:06:58	357571/357571	---M--	200	added ('OK')	image/jpeg	date:Sat,%2027%20Mar%202021%2002:46:16%20GMT	https://demo.zytheme.com/equita/assets/images/page-titles/12.jpg	C:/Users/dahur/Downloads/fam/demo.zytheme.com/equita/assets/images/page-titles/12.jpg	(from https://demo.zytheme.com/equita/page-locations.html)
12:06:59	544859/544859	---M--	200	added ('OK')	image/jpeg	date:Sat,%2027%20Mar%202021%2002:46:16%20GMT	https://demo.zytheme.com/equita/assets/images/work/full/4.jpg	C:/Users/dahur/Downloads/fam/demo.zytheme.com/equita/assets/images/work/full/4.jpg	(from https://demo.zytheme.com/equita/page-gallery.html)
12:07:00	212041/212041	---M--	200	added ('OK')	image/jpeg	date:Sat,%2027%20Mar%202021%2002:46:16%20GMT	https://demo.zytheme.com/equita/assets/images/work/full/6.jpg	C:/Users/dahur/Downloads/fam/demo.zytheme.com/equita/assets/images/work/full/6.jpg	(from https://demo.zytheme.com/equita/page-gallery.html)
12:07:00	43003/43003	---M--	200	added ('OK')	image/png	date:Sat,%2027%20Mar%202021%2002:46:15%20GMT	https://demo.zytheme.com/equita/assets/images/careers/1.png	C:/Users/dahur/Downloads/fam/demo.zytheme.com/equita/assets/images/careers/1.png	(from https://demo.zytheme.com/equita/page-awards.html)
12:07:00	3416/3416	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2025%20Apr%202025%2011:07:01%20GMT	https://demo.zytheme.com/equita/work-single-small-images.html	C:/Users/dahur/Downloads/fam/demo.zytheme.com/equita/work-single-small-images.html	(from https://demo.zytheme.com/equita/page-awards.html)
12:07:01	42482/42482	---M--	200	added ('OK')	image/png	date:Sat,%2027%20Mar%202021%2002:46:15%20GMT	https://demo.zytheme.com/equita/assets/images/careers/2.png	C:/Users/dahur/Downloads/fam/demo.zytheme.com/equita/assets/images/careers/2.png	(from https://demo.zytheme.com/equita/page-awards.html)
12:07:01	386217/386217	---M--	200	added ('OK')	image/jpeg	date:Sat,%2027%20Mar%202021%2002:46:16%20GMT	https://demo.zytheme.com/equita/assets/images/page-titles/14.jpg	C:/Users/dahur/Downloads/fam/demo.zytheme.com/equita/assets/images/page-titles/14.jpg	(from https://demo.zytheme.com/equita/page-awards.html)
12:07:01	59274/59274	---M--	200	added ('OK')	image/png	date:Sat,%2027%20Mar%202021%2002:46:15%20GMT	https://demo.zytheme.com/equita/assets/images/careers/3.png	C:/Users/dahur/Downloads/fam/demo.zytheme.com/equita/assets/images/careers/3.png	(from https://demo.zytheme.com/equita/page-awards.html)
12:07:02	62861/62861	---M--	200	added ('OK')	image/png	date:Sat,%2027%20Mar%202021%2002:46:15%20GMT	https://demo.zytheme.com/equita/assets/images/careers/4.png	C:/Users/dahur/Downloads/fam/demo.zytheme.com/equita/assets/images/careers/4.png	(from https://demo.zytheme.com/equita/page-awards.html)
12:07:02	42369/42369	---M--	200	added ('OK')	image/png	date:Sat,%2027%20Mar%202021%2002:46:15%20GMT	https://demo.zytheme.com/equita/assets/images/careers/5.png	C:/Users/dahur/Downloads/fam/demo.zytheme.com/equita/assets/images/careers/5.png	(from https://demo.zytheme.com/equita/page-awards.html)
12:07:03	47997/47997	---M--	200	added ('OK')	image/png	date:Sat,%2027%20Mar%202021%2002:46:15%20GMT	https://demo.zytheme.com/equita/assets/images/careers/6.png	C:/Users/dahur/Downloads/fam/demo.zytheme.com/equita/assets/images/careers/6.png	(from https://demo.zytheme.com/equita/page-awards.html)
12:07:04	336686/336686	---M--	200	added ('OK')	image/jpeg	date:Sat,%2027%20Mar%202021%2002:46:16%20GMT	https://demo.zytheme.com/equita/assets/images/page-titles/8.jpg	C:/Users/dahur/Downloads/fam/demo.zytheme.com/equita/assets/images/page-titles/8.jpg	(from https://demo.zytheme.com/equita/page-careers.html)
12:07:04	42696/42696	---M--	200	added ('OK')	image/jpeg	date:Sat,%2027%20Mar%202021%2002:46:16%20GMT	https://demo.zytheme.com/equita/assets/images/blog/sidebar/reservation.jpg	C:/Users/dahur/Downloads/fam/demo.zytheme.com/equita/assets/images/blog/sidebar/reservation.jpg	(from https://demo.zytheme.com/equita/service-warehouse.html)
12:07:05	354061/354061	---M--	200	added ('OK')	image/jpeg	date:Sat,%2027%20Mar%202021%2002:46:16%20GMT	https://demo.zytheme.com/equita/assets/images/page-titles/17.jpg	C:/Users/dahur/Downloads/fam/demo.zytheme.com/equita/assets/images/page-titles/17.jpg	(from https://demo.zytheme.com/equita/service-warehouse.html)
12:07:05	21359/21359	---M--	200	added ('OK')	image/png	date:Sat,%2027%20Mar%202021%2002:46:15%20GMT	https://demo.zytheme.com/equita/assets/images/chart/chart-2.png	C:/Users/dahur/Downloads/fam/demo.zytheme.com/equita/assets/images/chart/chart-2.png	(from https://demo.zytheme.com/equita/service-warehouse.html)
12:07:06	149250/149250	---M--	200	added ('OK')	image/jpeg	date:Sat,%2027%20Mar%202021%2002:46:16%20GMT	https://demo.zytheme.com/equita/assets/images/video/2.jpg	C:/Users/dahur/Downloads/fam/demo.zytheme.com/equita/assets/images/video/2.jpg	(from https://demo.zytheme.com/equita/service-warehouse.html)
12:07:08	357571/357571	---M--	200	added ('OK')	image/jpeg	date:Sat,%2027%20Mar%202021%2002:46:16%20GMT	https://demo.zytheme.com/equita/assets/images/work/full/5.jpg	C:/Users/dahur/Downloads/fam/demo.zytheme.com/equita/assets/images/work/full/5.jpg	(from https://demo.zytheme.com/equita/page-gallery.html)
12:07:08	278694/278694	---M--	200	added ('OK')	image/jpeg	date:Sat,%2027%20Mar%202021%2002:46:16%20GMT	https://demo.zytheme.com/equita/assets/images/page-titles/15.jpg	C:/Users/dahur/Downloads/fam/demo.zytheme.com/equita/assets/images/page-titles/15.jpg	(from https://demo.zytheme.com/equita/service-ocean-freight.html)
12:07:08	544859/544859	---M--	200	added ('OK')	image/jpeg	date:Sat,%2027%20Mar%202021%2002:46:16%20GMT	https://demo.zytheme.com/equita/assets/images/page-titles/16.jpg	C:/Users/dahur/Downloads/fam/demo.zytheme.com/equita/assets/images/page-titles/16.jpg	(from https://demo.zytheme.com/equita/service-air-freight.html)
12:07:09	218283/218283	---M--	200	added ('OK')	image/jpeg	date:Sat,%2027%20Mar%202021%2002:46:16%20GMT	https://demo.zytheme.com/equita/assets/images/page-titles/5.jpg	C:/Users/dahur/Downloads/fam/demo.zytheme.com/equita/assets/images/page-titles/5.jpg	(from https://demo.zytheme.com/equita/service-road-freight.html)
12:07:11	33509/33509	---M--	200	added ('OK')	image/jpeg	date:Sat,%2027%20Mar%202021%2002:46:15%20GMT	https://demo.zytheme.com/equita/assets/images/chart/Chart-Card.jpg	C:/Users/dahur/Downloads/fam/demo.zytheme.com/equita/assets/images/chart/Chart-Card.jpg	(from https://demo.zytheme.com/equita/industry-retail.html)
12:07:11	297070/297070	---M--	200	added ('OK')	image/jpeg	date:Sat,%2027%20Mar%202021%2002:46:16%20GMT	https://demo.zytheme.com/equita/assets/images/page-titles/6.jpg	C:/Users/dahur/Downloads/fam/demo.zytheme.com/equita/assets/images/page-titles/6.jpg	(from https://demo.zytheme.com/equita/industry-retail.html)
12:07:11	297070/297070	---M--	200	added ('OK')	image/jpeg	date:Sat,%2027%20Mar%202021%2002:46:16%20GMT	https://demo.zytheme.com/equita/assets/images/video/3.jpg	C:/Users/dahur/Downloads/fam/demo.zytheme.com/equita/assets/images/video/3.jpg	(from https://demo.zytheme.com/equita/industry-retail.html)
12:07:13	45253/45253	---M--	200	added ('OK')	image/jpeg	date:Sat,%2027%20Mar%202021%2002:46:16%20GMT	https://demo.zytheme.com/equita/assets/images/blog/grid/4.jpg	C:/Users/dahur/Downloads/fam/demo.zytheme.com/equita/assets/images/blog/grid/4.jpg	(from https://demo.zytheme.com/equita/blog-grid-fullwidth.html)
12:07:13	60133/60133	---M--	200	added ('OK')	image/jpeg	date:Sat,%2027%20Mar%202021%2002:46:16%20GMT	https://demo.zytheme.com/equita/assets/images/blog/grid/5.jpg	C:/Users/dahur/Downloads/fam/demo.zytheme.com/equita/assets/images/blog/grid/5.jpg	(from https://demo.zytheme.com/equita/blog-grid-fullwidth.html)
12:07:14	39256/39256	---M--	200	added ('OK')	image/jpeg	date:Sat,%2027%20Mar%202021%2002:46:16%20GMT	https://demo.zytheme.com/equita/assets/images/blog/grid/6.jpg	C:/Users/dahur/Downloads/fam/demo.zytheme.com/equita/assets/images/blog/grid/6.jpg	(from https://demo.zytheme.com/equita/blog-grid-fullwidth.html)
12:07:14	553414/553414	---M--	200	added ('OK')	image/jpeg	date:Sat,%2027%20Mar%202021%2002:46:16%20GMT	https://demo.zytheme.com/equita/assets/images/page-titles/2.jpg	C:/Users/dahur/Downloads/fam/demo.zytheme.com/equita/assets/images/page-titles/2.jpg	(from https://demo.zytheme.com/equita/blog-grid-fullwidth.html)
12:07:15	30616/30616	---M--	200	added ('OK')	image/jpeg	date:Sat,%2027%20Mar%202021%2002:46:16%20GMT	https://demo.zytheme.com/equita/assets/images/blog/sidebar/post-1.jpg	C:/Users/dahur/Downloads/fam/demo.zytheme.com/equita/assets/images/blog/sidebar/post-1.jpg	(from https://demo.zytheme.com/equita/blog-single-sidebar.html)
12:07:15	23371/23371	---M--	200	added ('OK')	image/jpeg	date:Sat,%2027%20Mar%202021%2002:46:16%20GMT	https://demo.zytheme.com/equita/assets/images/blog/sidebar/post-2.jpg	C:/Users/dahur/Downloads/fam/demo.zytheme.com/equita/assets/images/blog/sidebar/post-2.jpg	(from https://demo.zytheme.com/equita/blog-single-sidebar.html)
12:07:16	463298/463298	---M--	200	added ('OK')	image/jpeg	date:Sat,%2027%20Mar%202021%2002:46:16%20GMT	https://demo.zytheme.com/equita/assets/images/page-titles/1.jpg	C:/Users/dahur/Downloads/fam/demo.zytheme.com/equita/assets/images/page-titles/1.jpg	(from https://demo.zytheme.com/equita/blog-single-sidebar.html)
12:07:16	14562/14562	---M--	200	added ('OK')	image/jpeg	date:Sat,%2027%20Mar%202021%2002:46:16%20GMT	https://demo.zytheme.com/equita/assets/images/blog/thumb/prev.jpg	C:/Users/dahur/Downloads/fam/demo.zytheme.com/equita/assets/images/blog/thumb/prev.jpg	(from https://demo.zytheme.com/equita/blog-single-sidebar.html)
12:07:17	14394/14394	---M--	200	added ('OK')	image/jpeg	date:Sat,%2027%20Mar%202021%2002:46:16%20GMT	https://demo.zytheme.com/equita/assets/images/blog/thumb/next.jpg	C:/Users/dahur/Downloads/fam/demo.zytheme.com/equita/assets/images/blog/thumb/next.jpg	(from https://demo.zytheme.com/equita/blog-single-sidebar.html)
12:07:18	485137/485137	---M--	200	added ('OK')	image/jpeg	date:Sat,%2027%20Mar%202021%2002:46:16%20GMT	https://demo.zytheme.com/equita/assets/images/blog/standard/1.jpg	C:/Users/dahur/Downloads/fam/demo.zytheme.com/equita/assets/images/blog/standard/1.jpg	(from https://demo.zytheme.com/equita/blog-single-sidebar.html)
12:07:18	395977/395977	---M--	200	added ('OK')	image/jpeg	date:Sat,%2027%20Mar%202021%2002:46:16%20GMT	https://demo.zytheme.com/equita/assets/images/page-titles/4.jpg	C:/Users/dahur/Downloads/fam/demo.zytheme.com/equita/assets/images/page-titles/4.jpg	(from https://demo.zytheme.com/equita/service-supply.html)
12:07:18	3575/3575	---M--	200	added ('OK')	image/jpeg	date:Sat,%2027%20Mar%202021%2002:46:16%20GMT	https://demo.zytheme.com/equita/assets/images/blog/author/2.jpg	C:/Users/dahur/Downloads/fam/demo.zytheme.com/equita/assets/images/blog/author/2.jpg	(from https://demo.zytheme.com/equita/blog-single-sidebar.html)
12:07:19	12914/12914	---M--	200	added ('OK')	image/jpeg	date:Sat,%2027%20Mar%202021%2002:46:16%20GMT	https://demo.zytheme.com/equita/assets/images/blog/author/3.jpg	C:/Users/dahur/Downloads/fam/demo.zytheme.com/equita/assets/images/blog/author/3.jpg	(from https://demo.zytheme.com/equita/blog-single-sidebar.html)
12:07:19	13035/13035	---M--	200	added ('OK')	image/jpeg	date:Sat,%2027%20Mar%202021%2002:46:16%20GMT	https://demo.zytheme.com/equita/assets/images/blog/author/4.jpg	C:/Users/dahur/Downloads/fam/demo.zytheme.com/equita/assets/images/blog/author/4.jpg	(from https://demo.zytheme.com/equita/blog-single-sidebar.html)
12:07:20	49962/49962	---M--	200	added ('OK')	image/jpeg	date:Sat,%2027%20Mar%202021%2002:46:16%20GMT	https://demo.zytheme.com/equita/assets/images/services/4.jpg	C:/Users/dahur/Downloads/fam/demo.zytheme.com/equita/assets/images/services/4.jpg	(from https://demo.zytheme.com/equita/page-our-services.html)
12:07:21	54821/54821	---M--	200	added ('OK')	image/jpeg	date:Sat,%2027%20Mar%202021%2002:46:16%20GMT	https://demo.zytheme.com/equita/assets/images/services/5.jpg	C:/Users/dahur/Downloads/fam/demo.zytheme.com/equita/assets/images/services/5.jpg	(from https://demo.zytheme.com/equita/page-our-services.html)
12:07:21	42497/42497	---M--	200	added ('OK')	image/jpeg	date:Sat,%2027%20Mar%202021%2002:46:16%20GMT	https://demo.zytheme.com/equita/assets/images/services/6.jpg	C:/Users/dahur/Downloads/fam/demo.zytheme.com/equita/assets/images/services/6.jpg	(from https://demo.zytheme.com/equita/page-our-services.html)
